feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,output
0.426,-1.463,-2.342,0.296,1.139,7.476,-3.399,-0.687,-0.885,-3.129,0.407,1.008,-0.391,6.142,2.898,3.107,1.111,1.328,0.635,1.216,1
0.601,-2.799,-3.133,-3.917,9.339,0.762,7.27,-0.043,0.97,-4.972,1.935,0.824,3.846,5.034,-2.417,0.659,2.012,0.47,-2.64,15.44,0
1.186,-2.297,-0.808,3.061,0.735,8.334,-6.791,1.708,-2.562,-3.238,-0.315,2.19,-2.379,5.1,1.64,1.385,1.59,1.71,-0.004,0.289,1
-2.678,-2.716,0.728,-0.754,-8.859,-3.797,-2.191,-2.947,0.348,2.107,2.447,-2.553,-0.566,0.336,3.333,1.84,1.963,1.291,-3.118,0.4,1
4.471,1.446,1.719,0.163,6.416,-2.403,0.535,-1.87,-1.575,1.797,1.359,1.082,-1.477,-1.416,-0.949,2.142,1.225,2.172,-2.012,4.084,1
-3.929,2.399,-0.633,0.846,2.675,0.83,-3.87,-0.403,2.341,-0.029,2.956,0.802,0.04,-1.453,3.3,4.459,-2.039,0.448,-1.711,-9.678,1
2.153,0.703,-6.009,0.707,-14.852,-0.852,-13.501,-2.137,-7.173,2.564,1.349,-4.434,-0.766,0.378,3.883,-1.267,5.247,2.056,-3.981,-1.992,1
1.137,1.098,0.2,4.455,-6.182,-1.714,-4.136,-0.153,1.731,3.272,2.804,-0.903,0.079,-11.682,1.581,1.573,-1.907,-5.101,0.009,-13.474,1
-0.442,0.296,0.848,-0.706,-3.677,-2.432,-1.069,-2.158,-4.064,4.793,-0.896,0.282,1.981,-3.72,-0.35,-0.539,1.043,0.215,-1.873,-2.01,1
2.582,-1.326,-0.526,-2.967,2.841,-1.257,8.882,1.336,3.293,-0.313,-1.937,-0.721,2.691,0.012,-0.65,-1.754,2.026,2.341,-4.191,15.997,0
-4.305,-2.396,0.227,2.521,-10.161,-10.685,-3.689,-2.828,2.95,1.346,2.778,-0.465,-5.808,-10.528,-2.447,2.385,0.808,-3.794,-3.892,-3.917,0
6.054,-2.102,1.193,-2.276,7.733,1.888,5.836,1.716,1.859,0.531,-1.191,-1.678,0.736,7.526,-0.447,1.736,1.167,5.016,-2.133,15.189,0
-5.853,-4.319,0.785,0.828,-11.65,5.36,-0.651,-0.692,-2.219,-1.936,-2.989,-3.117,-1.537,7.009,1.184,1.201,1.312,0.482,-2.699,1.578,1
2.854,0.203,3.169,2.605,2.198,1.297,-1.523,-0.4,-0.126,2.372,0.165,2.347,-0.446,-3.901,1.423,1.727,1.316,0.932,-1.007,-0.24,1
3.679,-0.972,0.054,0.365,0.493,1.375,3.922,0.097,2.82,0.747,-1.126,0.349,0.786,-2.699,1.195,0.272,0.591,1.242,-1.415,6.953,0
-4.513,0.892,-0.825,-0.45,-0.365,-8.663,-3.073,-2.767,-3.017,1.702,2.973,1.775,0.266,-5.539,-3.041,-1.821,-1.098,-0.282,-0.71,-5.688,1
-2.531,-2.4,0.053,-2.065,1.494,2.595,6.756,-2.76,1.89,-3.867,0.932,1.466,-0.809,2.54,1.713,2.014,-1.394,-0.028,-0.448,3.423,1
-4.038,2.538,0.415,2.656,1.811,6.505,-15.976,7.693,2.046,1.653,-2.836,0.076,-2.044,9.071,2.358,3.549,-0.515,2.205,3.37,-14.318,1
-2.741,0.251,1.136,5.03,2.581,-1.653,-8.64,-2.51,-2.896,-0.005,3.076,3.462,-1.032,-3.73,-0.85,2.751,2.447,2.763,-3.31,-1.384,0
0.888,0.482,0.666,2.734,4.965,-0.046,3.457,-2.718,1.066,-3.517,1.524,1.706,0.367,-2.765,-0.621,0.91,2.372,2.317,-3.14,10.633,0
-0.516,-0.859,0.272,0.767,4.718,1.172,-1.193,1.211,3.008,-0.134,0.92,1.905,7.834,-0.416,-0.431,0.063,3.764,-2.483,4.075,4.453,0
1.028,-3.794,-2.034,-4.234,0.154,0.198,6.75,0.597,1.532,-0.712,-1.539,1.772,1.959,-0.952,-0.683,-1.157,1.787,-1.55,-2.311,10.356,0
1.103,1,1.401,0.495,7.075,7.246,-2.559,-0.21,-1.251,-0.327,-1.995,0.85,0.983,9.74,1.863,3.68,1.723,5.578,1.017,4.915,0
5.129,1.576,0.387,0.772,0.575,-4.044,2.264,-1.375,-1.429,2.851,4.638,-1.558,1.18,-9.055,0.135,0.111,-1.838,-3.725,-1.615,-6.348,1
4.206,-0.041,2.38,-1.307,-1.385,-3.77,11.422,-4.341,-0.43,0.061,4.089,-0.677,0.167,-10.559,1.519,0.373,0.575,-5.104,-5.232,2.529,1
4.343,-2.78,-2.301,1.949,-12.166,1.455,-5.555,-2.961,-3.203,0.139,1.239,1.2,-3.632,-6.338,4.732,-1.065,4.433,-0.824,-3.089,1.414,1
1.053,1.828,2.147,1.403,-2.084,1.9,-8.756,4.116,2.43,5.066,0.218,-1.927,0.087,1.197,4.176,2.795,-0.608,-0.959,2.765,-13.482,1
0.62,-1.244,-0.368,1.521,-2.623,2.938,1.376,-2.493,-4.492,-0.212,0.309,1.111,1.407,-3.37,0.363,-0.995,-0.024,-0.091,-2.216,0.256,1
-5.094,0.685,1.664,3.618,1.997,4.931,-1.548,1.374,3.858,-3.347,-2.211,2.135,-1.543,1.483,0.422,2.484,-0.62,0.834,0.708,-1.767,1
0.802,-0.863,2.305,0.231,0.659,4.117,2.816,-3.236,-2.347,0.254,0.219,-0.12,3.105,4.157,3.989,0.451,1.996,5.741,-2.272,8.08,0
1.211,0.45,1.454,1.029,2.957,-0.189,-1.431,0.834,0.929,0.859,-0.055,0.178,0.528,0.595,0.093,1.247,2.195,1.848,-1.421,4.183,1
1.335,0.714,2.034,2.962,12.647,3.234,-7.427,1.971,-0.887,0.465,1.134,4.468,6.382,2.847,-1.218,1.772,5.503,1.929,2.605,5.477,0
0.042,-0.523,-1.697,0.321,3.681,5.104,0.14,-1.436,1.008,-3.495,1.381,2.686,-0.963,1.326,2.647,2.695,-0.683,0.805,0.08,0.16,1
0.581,-1.729,-3.831,-0.191,-4.208,5.831,-1.844,-1.215,-5.953,-3.048,-0.967,2.239,-0.747,-0.491,0.768,-1.293,2.395,-1.292,-2.988,1.974,1
-0.042,-2.513,-1.2,-1.31,-1.468,-3.698,6.607,0.785,0.968,-2.405,-2.914,-0.442,-0.976,0.312,-4.112,-4.912,0.996,2.637,-2.791,15.251,0
2.637,3.812,1.823,1.55,3.687,-4.71,4.038,-2.358,3.34,3.178,4.238,1.256,4.595,-13.434,2.498,0.499,-0.291,-2.241,-1.521,-3.41,1
2.507,-3.529,1.734,3.137,-0.926,-0.649,1.172,-1.36,1.2,-0.029,-0.882,3.955,0.379,-4.795,-0.369,-3.345,2.091,2.856,1.159,10.232,0
-2.542,-3.173,0.29,-0.822,4.38,9.849,4.35,-0.791,-0.418,-4.532,0.024,0.91,1.714,9.411,2.569,3.215,-1.519,2.255,-0.196,3.4,1
-0.176,1.241,-0.834,-7.094,10.176,-3.248,13.513,3.508,3.741,-0.405,0.431,0.299,1.292,-0.453,-0.701,-2.467,-6.465,0.917,-3.554,1.428,0
-0.569,-1.646,-1.023,-0.645,1.807,2.196,1.038,1.858,-0.893,-1.789,1.281,-3.546,-0.866,8.117,-0.215,0.548,-3.827,3.462,-1.625,-0.112,1
-0.816,-3.512,-1.739,1.252,-8.761,-0.593,4.096,-2.64,-2.332,0.822,2.653,-2.365,1.973,-6.546,0.086,-1.63,-4.457,-2.505,-2.063,-5.613,1
-3.23,-3.615,2.232,1.745,-4.6,-2.172,-0.138,0.15,1.584,0.517,-2.485,0.388,0.174,-0.246,-2.293,-0.798,3.054,1.279,-1.358,8.482,0
4.015,0.446,-0.149,-0.082,5.539,4.613,-0.013,2.582,0.422,0.726,-2.807,0.461,0.725,3.657,-0.151,1.387,1.278,2.612,-0.748,6.261,0
0.988,2.214,0.706,0.728,1.234,5.87,3.035,1.307,-1.209,0.365,-4.441,1.183,-3.611,-1.165,1.249,1.095,-2.396,3.037,-5.164,-0.937,0
3.871,-4.25,-2.162,-5.878,-1.909,3.047,16.963,-1.833,-0.4,-4.285,-0.87,-0.484,-0.01,0.727,1.486,-3.992,-1.939,-0.661,-3.274,12.87,0
-0.602,1.128,1.349,0.729,-0.417,-6.432,0.235,-3.272,-1.47,0.732,2.618,3.891,-1.26,-9.355,-0.147,-3.147,-0.104,-0.723,0.012,-3.151,1
-1.523,-3.115,3.153,-0.218,3.882,5.058,2.599,-0.49,1.176,-2.898,1.874,2.785,-2.541,3.738,2.694,3.657,-1.667,-0.636,0.463,-2.758,1
4.562,-5.429,-1.2,-2.26,0.118,6.126,6.699,-3.707,-3.725,-3.621,-0.525,2.5,-0.19,2.707,0.497,0.963,3.85,-0.7,-2.246,14.485,0
3.232,6.231,4.423,1.221,11.771,-4.603,-6.687,2.322,6.093,2.735,0.744,2.339,-2.63,-0.471,1.413,4.52,4.498,2.485,1.187,1.033,1
0.811,-0.036,0.179,1.549,3.594,7.945,-9.712,5.529,-2.994,1.799,-1.788,-1.375,1.23,10.409,0.159,2.234,-0.617,1.984,2.608,-7.146,1
1.162,-3.624,-0.941,0.396,-8.244,8.042,1.747,4.454,-3.793,-1.906,1.234,-5.078,1.257,2.168,2.31,-1.179,-1.953,-5.379,-3.834,-7.312,1
-1.475,-3.501,0.142,1.585,-3.809,4.882,-6.724,-0.36,-5.459,-0.343,-0.935,0.092,0.088,6.912,-0.063,0.752,2.809,1.926,-0.121,1.513,1
-0.234,0.332,0.321,-2.69,1.286,1.899,6.765,-1.854,-0.28,0.676,-1.322,1.128,2.322,-0.987,1.547,-0.026,-0.912,0.387,-1.215,2.143,0
1.799,0.392,-4.585,1.572,-3.25,-1.554,-9.594,-0.467,-1.99,-0.865,2.028,-0.382,-1.394,0.695,1.602,-1.437,3.106,4.098,-1.634,3.272,1
5.272,-1.546,2.116,2.677,-3.995,-3.222,-6.875,-0.635,-4.564,3.464,1.404,1.031,0.825,-3.7,0.439,-3.481,6.049,1.331,-0.339,5.134,1
-3.202,0.283,-0.375,1.503,2.149,2.309,-3.197,1.872,2.135,-0.792,0.286,0.121,0.979,2.274,0.566,1.755,-1.513,1.078,0.583,-3.97,1
-3.714,3.839,-1.529,1.364,5.364,-6.556,-0.425,-5.037,0.622,-1.4,4.896,2.452,2.228,-7.46,-0.881,0.873,-0.289,0.718,-1.161,-1.506,0
0.178,-0.964,3.311,2.547,-2.764,2.835,-2.267,-0.056,0.007,-0.214,-0.566,1.948,-2.056,-1.603,2.361,0.851,2.53,-0.844,-0.241,-0.928,1
3.223,1.295,1.746,-3.412,4.29,5.264,8.855,4.155,-5.106,-4.453,1.106,-6.19,0.132,8.781,-0.546,-0.48,0.267,-3.608,-5.868,2.477,1
0.095,1.204,0.163,1.398,5.962,4.019,4.924,-1.592,-4.13,-1.289,0.046,0.525,6.023,-0.921,-2.287,-0.325,0.048,0.077,-1.854,4.086,1
-1.563,1.822,-3.481,1.002,5.732,0.44,-7.221,-1.344,-0.951,-2.023,2.062,3.774,-0.227,0.68,-0.137,1.033,-0.33,2.031,2.537,-3.507,1
-1.988,-1.99,1.164,-1.53,-7.292,2.507,-4.337,2.45,-2.518,3.329,-2.515,-2.637,-0.455,5.761,1.705,0.752,0.984,0.176,-1.352,-4.416,1
-0.933,-0.492,4.178,-1.169,-0.53,7.766,3.294,1.298,-3.27,-0.532,-2.65,-0.201,-0.712,6.123,3.355,0.949,0.823,0.877,-3.128,-0.373,1
1.028,1.253,2.513,1.903,6.698,2.38,2.209,-1.774,-2.567,-1.947,3.241,5.317,0.612,-5.507,3.372,-1.394,0.123,2.498,-3.54,0.206,0
1.98,-2.244,-1.14,-4.373,7.655,6.687,9.441,-0.782,0.125,-3.286,-0.018,3.197,3.914,2.251,1.892,1.916,1.923,-1.128,-2.876,10.556,0
0.836,3.581,3.59,1.387,6.195,3.575,0.096,2.531,4.644,-0.456,0.941,0.044,-0.672,1.202,4.894,3.25,-0.195,1.646,-1.115,-3.28,1
-2.577,-1.47,1.876,3.639,-7.454,-10.374,1.836,-7.612,1.967,0.121,6.558,-0.544,-4.393,-13.2,-0.301,3.402,-0.544,-2.988,-4.523,-3.221,0
-1.829,-4.341,-1.338,2.528,-12.884,-9.862,1.813,-3.431,8.9,0.582,0.227,-1.21,-1.099,-11.339,-1.485,0.089,3.581,-2.54,-1.234,10.791,0
-0.221,2.671,2.232,3.158,-3.438,3.537,-3.97,3.216,-0.542,3.822,0.368,-1.436,0.902,-5.056,3.762,0.701,-3.01,-1.765,-1.641,-15.947,1
1.743,-4.729,0.95,0.075,-0.865,-6.823,5.815,-3.529,5.404,0.673,3.553,-0.261,1.198,-4.649,-0.339,1.079,1.082,0.934,-1.096,11.613,0
4.066,-3.604,1.634,-0.243,3.668,4.507,4.97,1.692,2.39,0.221,-2.364,-1,3.292,5.646,-0.338,1.249,2.392,2.529,-0.238,14.302,0
-0.714,-1.773,3.44,1.993,-0.583,-0.578,-3.828,-3.548,0.751,3.191,0.041,4.229,2.062,-4.392,0.287,3.72,4.625,-2.64,3.226,0.181,0
0.404,2.34,0.819,1.561,4.614,3.163,-5.751,3.777,-1.13,0.717,-0.316,-0.503,0.318,3.389,-0.326,1.71,0.137,0.055,0.286,-5.703,1
1.661,-0.618,2.307,-3.979,6.722,0.238,10.899,-1.971,-1.538,-2.738,0.769,-1.533,2.138,6.263,-0.801,0.357,2.256,1.303,-3.152,13.832,1
1.852,-3.833,0.619,1.431,-10.38,-2.135,4.967,-3.301,2.562,4.18,1.115,-2.189,4.615,-8.653,2.731,-1.045,-0.221,-1.027,-0.805,2.79,0
-2.433,-2.982,-1.879,-7.338,-0.078,-2.477,15.421,3.337,1.553,-2.452,-1.332,-0.984,-0.823,0.169,-0.811,-5.748,-5.729,0.934,-6.858,5.983,0
4.018,-1.739,1.3,0.205,-2.766,-3.557,9.085,-3.004,2.27,-0.275,1.765,-0.19,-3.401,-7.876,2.194,-0.637,-0.504,2.193,-6.815,9.033,0
0.684,-4.355,-4.015,5.448,-8.405,4.222,-6.757,2.108,-4.056,1.279,1.584,-2.944,2.087,-2.857,-1.956,-1.319,-4.945,-1.908,0.627,-10.83,1
6.422,-2.689,-1.447,1.366,1.756,-2.241,2.39,-0.591,2.571,4.28,1.212,1.599,4.31,-7.868,1.31,-1.668,0.079,5.311,-3.086,10.802,0
-1.958,-0.195,-2.293,-2.126,6.791,-1.811,7.567,-2.44,-3.598,-3.329,1.458,-1.244,4.903,3.329,-5.338,-1.623,-1.024,1.115,-1.777,9.227,1
0.711,-5.329,0.588,-0.725,-7.58,0.581,7.616,-2.296,-0.045,-2.33,-1.613,-2.259,0.501,2.736,-0.207,-2.762,2.383,1.074,-1.338,14.657,0
3.169,-1.287,2.613,-0.04,-7.535,-0.365,-1.038,1.667,0.062,3.567,2.543,-0.601,-3.306,-7.451,5.17,0.699,-0.569,-4.609,-3.41,-11.291,1
-1.434,-2.979,-0.852,3.511,0.804,0.215,-7.685,3.629,-1.721,3.602,-2.076,4.009,1.129,-4.425,-1.911,-0.778,1.695,6.008,-7.243,4.917,0
2.875,-3.593,-2.301,-4.432,5.336,-2.752,8.778,0.009,2.84,-2.157,1.777,1.68,1.482,-0.362,-0.811,-2.102,-0.365,0.846,-1.502,12.404,0
-0.316,-1.367,2.939,0.076,1.897,3.888,4.661,-1.813,0.589,-0.182,-0.193,1.534,0.505,1.212,2.686,1.716,-1.07,1.936,-0.479,1.594,0
-0.079,-3.132,3.805,1.335,-7.901,-0.373,2.483,-0.36,-0.307,0.925,-3.601,-1.216,-1.869,0.721,-0.625,-2.13,2.628,1.069,-0.902,7.708,0
2.67,1.672,2.195,0.64,6.281,-0.285,3.742,1.339,2.56,1.856,-2.334,2.304,2.124,-3.23,-0.144,-1.23,1.171,3.617,-1.646,8.329,0
-1.683,2.515,-2.769,3.873,4.64,4.121,3.505,0.378,-3.208,-4.013,2.111,-0.066,5.64,-6.445,-3.112,-1.358,-2.878,-3.32,-3.131,-3.845,1
-5.928,-0.984,0.899,0.682,-5.644,-3.005,1.399,-1.571,2.567,-0.63,0.641,-2.635,-0.918,0.673,0.735,0.831,-1.445,1.859,-2.368,-0.336,1
4.078,1.688,3.609,-0.741,3.07,0.499,7.556,-4.183,1.406,2.948,0.604,-0.247,3.043,-2.468,3.576,2.187,0.509,1.774,-0.253,4.58,0
0.89,-0.786,-4.073,3.401,-15.487,-0.39,-14.818,-1.963,-3.564,2.173,0.489,-1.056,-5.431,-4.7,3.173,1.985,4.544,-0.894,-3.3,-6.293,1
-2.21,-3.174,3.165,0.875,-8.161,-2.378,4.651,-1.694,1.351,2.212,-2.126,1.29,0.218,-6.761,-0.376,-2.518,-0.433,-2.231,0.81,0.117,0
0.209,-1.031,-0.214,-0.456,5.236,1.037,1.066,-3.554,-1.51,-1.123,1.094,2.61,1.743,1.975,0.349,2.017,2.641,3.733,-1.97,9.397,0
4.699,-6.443,0.376,1.887,-8.135,3.508,4.768,1.021,4.748,2.631,-3.655,-2.098,3.818,-2.062,0.918,-0.411,2.523,0.463,-0.379,13.879,0
1.064,1.708,1.403,1.735,4.375,2.308,-0.478,-1.881,-0.835,0.778,-2.717,2.815,0.955,0.555,-0.079,0.404,1.896,4.629,0.549,6.489,0
-4.707,1.746,-0.78,4.142,1.704,1.438,-8.276,2.533,3.583,-2.504,-0.256,-0.29,-1.445,4.411,0.812,1.496,0.097,5.323,-0.411,-0.505,1
2.847,-5.568,-0.747,0.957,-1.491,1.474,-1.156,-4.546,-2.451,-1.513,0.412,2.356,-1.205,2.6,-0.476,1.586,4.607,3.074,-0.705,14.102,0
1.194,-2.999,-4.128,-5.261,-6.143,-13.677,-1.256,-6.764,-3.274,1.856,6.815,-0.381,-2.111,-3.933,0.122,-2.182,1.624,0.751,-2.036,3.727,1
-1.288,-0.414,-2.038,-1.194,-1.217,0.647,-0.599,-2.698,-2.678,-2.21,0.839,1.06,0.917,2.499,1.344,-1.961,1.21,2.071,0.553,3.254,1
1.996,3.655,2.186,-2.645,6.166,1.137,4.624,2.669,-4.886,-0.611,0.481,-3.605,1.987,4.793,-1.652,-0.879,0.559,-2.177,-2.924,-0.621,1
-0.266,-1.033,-3.729,0.242,-9.923,4.229,-0.599,-1.636,-4.869,-3.191,-0.704,-2.416,-0.311,2.452,3.083,-3.897,1.352,2.525,-3.439,3.99,1
3.287,2.239,2.706,0.248,2.503,-2.128,2.283,-1.989,-0.556,4.03,-0.452,1.499,-0.891,-3.104,2.257,-1.848,-2.626,5.877,0.052,-0.324,0
2.131,-2.279,-1.326,2.229,-2.444,-2.814,-2.732,-0.18,3.921,1.919,-1.217,-0.692,-0.76,-2.304,-1.742,2.188,2.6,2.16,-1.469,9.277,0
2.919,-3.864,-1.108,-0.781,-3.353,-1.647,1.681,-3.485,-1.344,1.11,-1.53,3.705,-1.932,-4.174,-0.482,-1.312,2.359,2.011,-1.463,10.056,0
1.41,-1.907,0.643,1.558,0.369,1.447,0.665,-1.116,1.708,0.132,0.362,1.045,0.629,-1.199,1.33,1.52,1.178,1.864,-1.111,5.374,0
4.345,1.7,-0.391,-4.476,10.136,-0.917,9.618,2.975,3.735,2.919,-2.941,4.771,0.847,-6.618,0.741,-1.942,-2.42,3.55,-4.936,7.166,0
1.072,-1.407,1.055,-1.181,5.316,3.044,9.012,-3.341,2.282,-4.188,1.777,1.267,3.348,2.802,2.094,-0.031,0.37,0.975,2.324,9.649,0
-1.12,-0.803,-0.5,1.321,-8.119,-4.691,-0.182,-1.967,-1.862,4.44,1.344,-0.65,3.179,-10.628,-0.475,-2.137,-1.013,-2.713,-1.997,-5.943,1
1.925,1.266,2.046,4.507,-1.273,1.993,-9.991,4.132,1.562,4.602,1.858,1.225,-2.205,-5.788,3.986,1.722,-3.277,-0.885,1.374,-18.33,1
3.227,1.014,-4.574,2.054,-8.568,-4.115,0.446,-1.627,4.815,2.731,-1.946,-1.654,-0.043,-11.439,-0.166,-0.63,0.271,-0.572,-1.625,3.898,0
-1.665,-2.726,2.055,1.923,-0.818,-4.729,-4.755,-2.034,1.71,2.356,4.853,4.362,4.698,-7.407,2.771,-1.109,3.582,-0.187,1.267,0.053,0
1.042,2.301,-0.072,1.083,3.49,-1.871,-0.955,0.108,-1.891,0.238,1.48,1.257,0.822,-6.153,-2.291,0.813,1.77,-3.577,-2.571,-1.92,1
-0.42,-2.313,-0.259,3.979,-0.039,7.679,-12.336,3.18,-1.907,0.035,0.068,-1.809,0.414,10.39,1.911,4.417,2.776,4.651,-1.218,0.134,1
0.605,0.349,-0.934,5.822,-6.755,-3.911,-1.109,-5.071,-0.135,2.215,2.988,-0.035,1.96,-14.583,-0.178,0.565,0.018,-1.582,-2.824,-2.372,0
1.528,2.416,-0.732,1.319,-0.343,-6.501,-9.061,-0.33,0.112,2.139,3.915,0.669,-1.204,-3.999,2.644,-0.807,3.318,3.336,-2.193,-0.732,1
0.761,-0.928,-0.597,-2.125,1.665,-4.816,0.497,-1.882,-0.539,0.023,5.402,0.481,-1.129,-1.926,2.203,0.268,-0.515,1.375,-3.399,-0.263,1
1.924,1.362,-1.327,-0.432,-2.31,-5.79,3.182,-3.705,0.98,-1.376,4.424,1.848,-3.261,-9.712,3.225,-2.82,-1.509,0.013,-2.167,-1.677,1
-5.41,-2.477,1.661,1.01,-6.675,-5.716,-3.729,-1.787,-1.972,2.375,1.768,-0.639,-0.653,-2.055,-0.804,-0.136,0.407,1.062,-3.085,-2.933,1
5.541,-5.79,-0.911,1.888,-7.324,2.4,-4.516,-2.569,-1.768,4.288,-2.983,3.814,0.755,-4.124,2.443,-0.268,6.671,4.776,-2.967,14.656,0
-2.049,3.03,2.402,1.293,-4.45,1.804,-5.289,1.707,4.254,3.072,-0.986,-0.484,-0.62,-2.865,5.475,3.849,1.845,-1.916,-0.701,-9.5,1
-1.485,-0.526,2.249,-0.293,-3.669,0.606,0.071,0.187,-0.146,1.061,0.968,1.02,-0.71,-3.613,2.618,0.382,-0.403,-3.757,-0.308,-8.346,0
-0.091,-0.407,3.746,-0.862,-1.389,0.429,7.137,-2.068,0.229,-0.545,-1.073,-0.633,-0.092,0.894,0.346,-0.768,-0.378,-1.521,2.1,1.691,0
-0.464,0.608,2.578,-2.224,5.656,1.659,-1.725,1.908,-0.776,-0.664,0.79,-0.087,-0.662,7.481,0.396,2.768,1.769,-1.369,1.179,-2.098,0
-1.559,1.332,1.576,0.444,1.923,2.521,-1.199,1.423,-3.606,-1.095,0.95,1.425,-0.542,-0.1,1.777,-0.906,0.221,0.751,-4.051,-3.947,1
4.034,-3.438,-6.332,0.582,1.254,2.639,-6.614,-1.243,-1.784,-4.801,-0.622,4.735,-2.243,2.36,-1.584,-1.027,5.764,2.161,1.221,14.353,1
3.844,0.554,1.665,2.404,-5.757,-2.001,0.795,-0.894,-1.097,3.761,3.083,-2.677,-1.592,-8.731,2.122,0.314,-3.49,-2.686,-2.148,-10.82,1
-1.011,-1.781,0.068,3.72,-9.096,-6.067,-9.443,-1.735,-0.394,5.775,2.965,-1.173,0.731,-8.855,-0.915,2.695,1.536,-3.963,-0.134,-9.363,0
-2.987,-2.86,-1.409,-4.073,-7.572,-6.622,0.664,-4.695,-2.955,0.066,2.568,-1.925,-0.394,2.97,0.663,-2.07,1.532,1.339,-0.831,3.894,1
2.338,-1.511,4.425,-0.973,4.485,1.269,6.602,-3.183,2.274,0.166,2.742,0.283,4.737,2.161,3.003,1.777,1.626,-0.582,3.742,5.383,0
1.307,-1.884,1.491,-2.034,6.725,-0.532,12.068,1.87,5.362,-4.725,-0.76,-0.533,3.191,2.145,-2.6,-1.456,3.076,-1.15,-1.468,18.651,0
-0.173,-1.576,-0.077,-1.248,-0.189,-2.038,8.072,0.209,1.173,-2.585,-1.814,-0.755,0.623,1.019,-2.387,-4.766,-0.459,2.085,-0.698,11.36,0
-0.014,-0.223,0.275,1.436,8.656,3.291,-2.155,-0.219,1.183,-1.734,0.118,4.894,0.09,0.113,-1.652,3.636,0.747,-1.292,2.888,0.033,1
-0.196,-1.857,-1.436,1.346,-11.754,0.686,-10.669,-1.046,-2.785,1.611,1.855,-3.853,-3.291,3.98,4.459,2.25,2.655,1.748,-2.233,-4.599,0
1.361,-3.538,-1.566,-1.727,-2.428,2.232,9.448,-2.305,-2.956,-6.278,-2.528,-2.289,-3.043,8.776,-1.101,-4.527,0.697,7.266,-4.368,20.89,0
-5.382,-0.019,-0.775,-3.043,-2.474,-7.972,-4.834,-2.097,0.776,1.58,6.05,-1.773,-2.45,1.175,3.142,3.032,-1.372,1.733,-3.516,-8.325,1
3.729,-0.007,0.662,3.824,-0.182,-0.882,-8.477,2.655,0.508,3.628,2.068,-1.527,-3.236,-1.187,0.22,2.106,-2.835,1.022,1.307,-9.895,1
0.28,1.785,1.305,-0.475,-1.746,1.956,6.67,-1.106,2.556,-1.708,-1.898,-0.686,-0.924,-1.824,1.747,0.278,0.058,-1.924,-0.287,1.741,0
0.068,0.088,-1.138,1.941,2.547,4.077,-12.138,7.202,-2.227,1.137,-0.106,-1.074,-2.579,7.03,-0.712,1.044,-2.59,1.401,0.915,-11.867,1
1.256,1.217,0.388,1.521,-3.163,1.277,-0.33,-0.778,-1.277,-1.601,-1.433,1.748,0.171,-3.017,1.934,-3.768,3.937,0.897,-0.713,5.631,1
-2.459,-2.226,0.565,-2.122,-3.136,3.871,-1.164,4.336,-1.968,-1.356,-1.904,-2.504,-1.949,8.497,0.798,0.102,1.136,0.407,-4.034,0.652,1
-3.429,3.189,1.262,2.507,3.725,-0.765,-6.906,2.207,3.835,1.481,-0.792,1.736,1.562,-1.112,0.037,2.111,1.501,0.446,2.019,-4.452,1
4.06,-0.671,-2.548,-3.522,9.293,-1.901,10.612,-0.391,2.16,-4.617,1.363,-0.214,2.349,2.839,-2.242,-2.645,0.424,2.573,-1.328,17.704,0
4.895,-0.72,-0.096,1.002,7.171,4.24,3.945,-2.946,-2.592,-1.408,-0.246,4.424,1.691,-0.962,1.487,-0.928,2.17,6.598,-3.403,14.239,0
2.019,2.518,-1.811,-3.077,8.078,0.525,12.255,2.598,3.213,-4.671,-3.002,-0.776,4.017,2.615,-2.035,-5.786,0.203,2.9,-1.09,16.922,0
-1.956,2.502,1.739,-0.033,-4.957,-3.807,3.493,-4.602,2.76,0.445,3.067,0.514,1.494,-9.413,3.428,0.183,-0.078,-6.104,2.885,-8.623,0
0.199,-0.575,-0.784,-2.817,10.108,1.695,9.192,1.131,2.622,-4.392,-0.483,-0.103,4.54,4.229,-3.295,1.467,2.807,-1.027,-2.453,15.491,0
3.681,-2.833,1.305,3.627,1.256,-1.921,2.152,-4.469,1.256,2.383,2.959,0.751,1.553,-5.566,0.577,2.315,-0.353,4.376,-2.275,7.504,0
-0.36,-1.206,0.346,-1.525,-1.529,-2.042,4.977,-2.559,-1.719,-0.584,-2.176,0.834,-2.088,-0.256,-2.366,-1.46,0.32,1.062,-1.315,6.858,0
-3.511,-5.273,1.294,2.098,-0.682,2.779,-4.071,-1.546,-0.718,-0.767,-0.102,1.622,-0.916,5.667,-1.401,3.619,0.606,1.8,1.49,2.065,1
0.395,2.219,-0.391,0.262,6.941,2.655,10.282,-0.918,-2.569,-5.128,2.783,-2.753,3.249,0.386,-2.142,-0.675,-3.142,-1.516,-3.302,2.223,1
4.042,0.091,-0.215,0.677,-1.947,5.936,0.953,-0.056,-0.912,3.771,-3.53,-0.091,0.422,-0.357,3.491,0.698,-1.585,4.873,-2.215,1.284,0
-1.219,-1.92,-3.305,1.407,-7.031,0.004,-3.032,-0.962,-4.657,1.952,1.045,0.302,2.124,-7.945,-1.697,-0.643,-0.98,-4.443,-2.565,-7.716,1
